rating,review,title
0,,Xiaomi Mi CC9 Pro
4.2,"Fine product, but wish it much better than it is. Specially the non availabilty of simultaneous use of two sim and memory card upset me.,নতুন এর নামে পুরনো সেট পেয়েছি। প্রতারিত হয়েছি। তবে সেট ভাল মানের। কনফিগারেশন ভাল। দেখি ইউস করে কি হয়?,কম দামে original product with full accories & box. fully satisfied","Huawei GR5 2017 - Smartphone - 5.5"" - 3GB RAM - 32GB ROM - 12MP Camera - Grey"
3.6,"Ai realme C2, unofficial phone,ar imei btrc ar database nie. ata Indian phone,tobe keno daraz nije ata sell korce.,প্রডাক্ট এখন পর্যন্ত ঠিকঠাক, তবে দারাজ এভাবে ধোকাবাজি করবে আমি চিন্তা করতে পারিনি কারন এটার অফিশিয়াল দাম ১০৫০০ টাকা আর এখানে ১১৯৯০ টাকা, দামের ক্ষেত্রে এত বেশকম ঠিক না, আমি মনে মনে ভাবতাম দারাজ একটা বিশ্বস্ত নাম যেখানে  চোখ বন্ধ করেও বিশ্বাস করা যায়, তাই অর্ডার করার আগে দামটা নেটে দেখে নি, পরে ইউটুবে রিবিউ দেখতে গিয়ে জানলাম এটার দাম ১০৪৯০ টাকা, আশা করছি দ্রুতই এটা নিয়ে দারাজ যোগাযোগ করবে, পরিশেষে শুভ কামনা রইল দারাজের জন্য,রাবিশ ফোন কিনে ধরা খাইছি ৷ দাম ও বেশী বাইরের দোকান থেকে ৷আর প্রডাক্ট ও আন অফিসিয়াল ৷,Osam Battery Bakaup,price onak bashi neyasa...net price onak komdawa",Realme C2 - Smartphone - 6.1  - 2GB RAM - 16GB ROM - 13MP Camera
0,,"Huawei Y6 Pro 2019 Smartphone  6.09"" - 3GB RAM - 32GB ROM - 8/13MP Camera - Amber Brown"
0,,Huawei Nova2i Smartphone - 5.9  - 4GB RAM - 64GB ROM - 13MP Camera - Gold
5.0,,Huawei Y3 2017 Smartphone 5 - 1GB RAM - 8GB ROM - Gold
5.0,very good ponno Thanks,"Huawei Y5 2017 Smartphone 5"" - 2GB RAM - 16GB ROM - 8MP Camera - Grey"
0,,"Y5 Lite 5.45"" Full View Smartphone - 1GB + 16GB - 8MP + 5MP Camera - Blue"
5.0,"good poduct,good ph...,best,gd",HUAWEI Y6s Smartphone - 6.09inches - 3GB RAM - 64GB ROM - 13MP
4.9,"Product is fine but Bangla Link Free Sim Coupon not delivered yet.,Item as described, everything is fine!,Good product in this price.,Good product in this price.,Good product in this price.",Y5 Lite 5.45  Full View - 1GB + 16GB - 8MP+ 5MP Camera
5.0,"Got original product with verified warranty. 
order placed on 17 December 
product received on 21 December

Thank You Daraz, Huawei Mobile Bangladesh and BD DEX,Good product in this price.,Good product in this price.,good",Huawei Y7 PRO 2019 - Smartphone - 6.26'' - 3GB RAM - 64GB ROM - 16MP Camera
4.9,"thank you very much for this amazing product ❤️❤️,Good phone....100% orgnal,v vgd...daraz,daraz❤❤❤❤❤❤,Very good",Huawei  Y5 2019 - Smartphone - 5.71  - 2GB RAM - 32GB ROM - 13MP Camera
5.0,"Received this phone just within 2 days with 1300 tk discount. Thanks daraz for providing that.,super fast delivery. thanks daraz,Good phone,good phone,Good phone",Xiaomi Redmi 7 - 6.26  - 3GB RAM - 32GB ROM - 12MP + 2MP Rear Dual Camera
0,,Huawei Y9s - Smartphone - 6.59  - 6GB RAM - 128GB ROM - 16MP Camera
4.9,"It’s Good. Using 6 day,good,good,good,good",Huawei Y9 Prime (2019) - Smartphone - 6.59  - 4GB RAM - 128 GB ROM - 16MP Camera
4.6,,Huawei Y6 Pro 2019 Smartphone  6.09  - 3GB RAM - 32GB ROM - 8/13MP Camera
4.6,"Order dilam Blue color dilo Black color. helpline e phone korlam bole return kore den taka refund kore deya hobe. But abar jodi oeder kori ager price er cheye beshi price dite hobe. Eta kono kotha hoilo? Totally unsatisfied. order korar age color selection option rakhar mane ki tahole?,অরিজিনাল হুয়াওয়ে ফোন। হুয়াওয়ের যেকোনো সার্ভিস সেন্টারেই   সার্ভিস করাতে পারবো। মার্কেট প্রাইজের চেয়ে অনেক কম দামেই পেয়েছি।  মার্কেটে দেখে এসেই দারাজে অর্ডার করি।
ফোনটা হ্যান্ডি ফোন এবং মোটামুটি স্লীম। 
তবে ব্যাটারি  mAmp তুলনামুলক কম।,orginal prodauct and draz delevery good prodauct buy seller valona...order blue color but send Black.. chat with seller.. but he do not sent the blue...no recomed seller,Ordered Midnight Black but they sent Peacock Blue.,Good product কিছু gift items থাকলে ভালো হতো",Huawei P30 Lite - Smartphone - 6.15  - 6GB RAM - 128GB ROM - 24MP Camera
4.9,"very nice. Thanks to daraz.com.bd,ভয়েচ কোয়ালিটি  ভাল লাগেনি তাছাড়া সব ঠিক আছে,ধন্যবাদ দারাজ। মাত্র দুই দিনের ভিতর অথেনটিক প্রোডাক্ট ডেলিভারি দেওয়ার জন্য এবং সুন্দর একটি অফার দেয়ার জন্য। ডাবল টাকা ভাউচার এবং বিকাশ ক্যাশব্যাক মিলিয়ে আমার দাম পড়েছে মাত্র ৮০০০টাকা।,থ্যাংক ইউ নোকিয়া কোম্পানি সেলার থ্যাংক ইউ দারাউস এত সুন্দর একটা প্রোডাক্ট দেওয়ার জন্য আশা করি নকিয়া 4.2 টা খুব দ্রুত এভেলেবেল করা হবে নকিয়া 4.2 মার্কেটে অনেক চাহিদা আছে আমি আশা করি এই প্রোডাক্টটা এভেলেবেল করা হোক খুব দ্রুত","Nokia 3.2 - Smartphone - 6.26"" - 3GB RAM - 32GB ROM - 13MP Camera"
0,,Samsung Galaxy S20+
4.8,"প্রথমেই ধন্যবাদ জানাই সাদা কালার টাই দেওয়ার জন্য । 😍দ্বিতীয়ত আমি অবাক হয়ে গেলাম ঢাকার বাইরে মাত্র ৪০ ঘন্টায় ডেলীভারি। 😍 সেজন্য সুযোগ থাকলে ষ্টার আরো বাড়িয়ে দিতাম 😊 12 তারিখ 01AM এ অর্ডার করে 13 তারিখ 7PM এই আমার হাতে। আমি হতবাক 😍😍😍,অরিজিনাল নোকিয়া তাও আবার ১৫০০ টাকা কমে নিলাম দারজ থেকে জেমন ওয়াডার করছিলাম তেমনটাই পেলাম পতিবা নেই আমি মাএ ২ দিনে ডেলিভারি পেলাম সাদা কালার আমার পেবারিট কালার টাই দারাজ আমাকে দিয়ে ছে ধন্যবাদ দারাজ কে এত সুনদর পোডাকট দেওয়ার জন্য,awesome...!! White colour
WiFi, 4G available this phone.
this is original Nokia. I like that. I'm happy & satisfied. delivery quick.,মোবাইল টা দেখতে অনেক সুন্দর। যে রং পছন্দ করেছি সেটাই দেওয়া হয়েছে। তবে মোবাইল টা অনেক ধীরগতি সম্পন্ন। কিছুক্ষণ চালানোর পর মোবাইলের উপর বিরক্ত আসতে পারে। যে কিনবেন ভেবে চিন্তে কিনবেন। মোবাইল টা ভিয়েতনাম এর তৈরি কিন্তু চার্জার আর ব্যাটারি টা চীনের তৈরি।,I like the color and the phone is very good",Nokia 2720 Flip
4.9,"Good product. Very smooth performance. Pure view display really good on Nokia. And stock Android experience is awesome.,Fast delivery and genuine product.,good performance this phone",Nokia 6.2 Smartphone - 6.3 inches - 4RAM - 64GB ROM - 16MP Camera - Ceramic Black
5.0,"ডেলিভারি অনেক লেট, ৪ দিনের মাথায় পাইছি কিন্তু Product 100% Good . Nokia বলে কথা, খারাপ হবার কথাও না , বাকিটা use এর উপর নির্ভর করতেছে।",Nokia 4.2 Smart Phone 3/32 GB - Black
0,,"Galaxy S9+ Smartphone - 6.2"" - 6GB RAM - 128GB ROM - 12MP Camera - Purple"
0,,Samsung Guru Music 2 Feature Phone
4.8,"Nice handset with a good battery backup. Please don't expect flagship level something then you will be pleased.,I am happy with the discount however, as a fast delivery option it takes too much time to deliver,Camera quality is as like VGA.,good",Samsung Galaxy A10s - Android 9.0 (Pie) - 2GB/32GB - Dual Camera - Full HD
5.0,"Good phone in this price range. Fully satisfied. But one things before 4 days of this when i browsing YouTube its screen becomes totally blind. Before 30 minute i pres power and volume up button at the same time the phone get reboot... But still now there's no problem issue.,Good & genuine Product. delivered within short time.,intact and original mobile....,Very good quality products,Good Product",Galaxy M10 Smartphone 6.22  - 2GB RAM - 16GB ROM - 13MP
0,,Samsung Metro 313 Feature Phone
5.0,,Samsung Galaxy A30s -Android 9.0 (Pie) - 4GB/64GB - Super AMOLED Display - 4000mAh Fast Charging
5.0,"Full Intact with Warranty, Good Product, Moreover Delivery was excellent , it's only 2 days",Samsung Galaxy A30s -Android 9.0 (Pie) - 4GB/128GB - Super AMOLED Display - 4000mAh Fast Charging
